Database,Relevant,Title,Authors,Venue,Year,Abstract,Link
Google,,Cross-domain recommender system through tag-based models,['P Hao'],,2018.0,"In this context, recommender systems have been developed  Recommender systems have  a broad application in our daily  A fundamental brick in building most recommender systems is",https://opus.lib.uts.edu.au/handle/10453/125626
Google,,Multi-task feature and structure learning for user-preference based knowledge-aware recommendation,"['H Shu', 'J Huang']",Neurocomputing,2023.0,-efficiency node embeddings for downstream recommender tasks and outperforms several   Book - Crossing 3 contains rating information of books in the Book-Crossing community. It is,https://www.sciencedirect.com/science/article/pii/S0925231223001625
Google,,Magnitude bounded matrix factorisation for recommender systems,"['S Jiang', 'K Li', 'RY Da Xu']",IEEE Transactions on Knowledge …,2020.0,"Low rank matrix factorisation is often used in recommender systems as a way of extracting  latent features. When dealing with large and sparse datasets, traditional recommendation",https://ieeexplore.ieee.org/abstract/document/9102984/
Google,,Toward road safety recommender systems: Formal concepts and technical basics,"['KS Boujemaa', 'I Berrada', 'K Fardousse']",IEEE Transactions …,2021.0,"β0 is the bias and βk are coefficients that the model learns for each column feature Xk in the  input data X. In case of low dimensional data that is linearly separable, the LR model can be",https://ieeexplore.ieee.org/abstract/document/9339945/
Google,,HeteGraph: A Convolutional Framework for Graph Learning in Recommender Systems,"['QZ Sheng', 'WE Zhang', 'NH Tran', 'KLD Nguyen']",,,"We leverage the edge weight to bias our walks when sampling. For example, in the case  of movie recommendation problem, edge weight is the rating value. We define a relevant",https://www.academia.edu/download/93176147/N-21014.pdf
Google,,Personalizing intervened network for long-tailed sequential user behavior modeling,"['Z Lv', 'F Wang', 'S Zhang', 'K Kuang', 'H Yang']",arXiv preprint arXiv …,2022.0,Model-agnostic counterfactual reasoning for eliminating popularity bias in recommender  system. In Proceedings of the 27th ACM SIGKDD Conference on Knowledge Discovery & Data,https://arxiv.org/abs/2208.09130
Google,,Clustering Approaches for Top-k Recommender Systems,"['N Torres', 'M Mendoza']",International Journal on Artificial …,2019.0,"Also, there are extensions to this expression that includes user bias correc-  The fourth  dataset is BX, a subset from the BookCrossingb dataset where each book has been rated by at",https://www.worldscientific.com/doi/abs/10.1142/S0218213019500192
Google,,Semantics-Aware Shilling Attacks against collaborative recommender systems via Knowledge Graphs,"['VW Anelli', 'Y Deldjoo', 'T Di Noia', 'E Di Sciascio']",,,"To this end, we have exploited two real-world recommender systems datasets (LibraryThing   , and bi are the overall average rating, the observed bias of user u and item i, respectively.",https://www.semantic-web-journal.net/system/files/swj2735.pdf
Google,,Travelers vs. Locals: The Effect of Cluster Analysis in Point-of-Interest Recommendation,"['P Sanchez', 'LW Dietz']",Proceedings of the 30th ACM Conference on …,2022.0,", Youtube), books (Goodreads), consumer products (Amazon), or  , we note that the Pop  recommender, which is generally the  in POI recommendation, although we believe that this bias",https://dl.acm.org/doi/abs/10.1145/3503252.3531320
Google,,A deep learning recommender system for anime,['VM Mutteppagol'],,2021.0,"FilmTrust, MovieLens100K, MovieLens1M, and Book-Crossing. The model is evaluated by   rated and that there might be an inherent bias present in their ratings because the opinions",https://norma.ncirl.ie/5201/1/vidyashreemahalingmutteppagol.pdf
Google,,Latent feature modelling for recommender systems,"['A Alhejaili', 'S Fatima']",… on Information Reuse and Integration for …,2020.0,"where, μ is the overall global average rating, bu and bi are the bias of user u and item i   benchmark datasets from different domains (eg, Book-Crossing and Amazon-Fashion).",https://ieeexplore.ieee.org/abstract/document/9191514/
Google,,More Is Less: When Do Recommenders Underperform for Data-rich Users?,"['Y Xuan', 'K Sokol', 'J Chan', 'M Sanderson']",arXiv preprint arXiv:2304.07487,2023.0,"Users of recommender systems tend to differ in their level of  -rich users, which bias is further  exacerbated when negative  We show that the presence of performance bias against data-",https://arxiv.org/abs/2304.07487
Google,,Closed-loop opinion formation,"['L Spinelli', 'M Crovella']",Proceedings of the 2017 ACM on Web Science …,2017.0,"recommender systems behaves, as each element evolves in time. In particular, we look at  whether the use of recommender  The BookCrossing was collected in a 4-week crawl from the",https://dl.acm.org/doi/abs/10.1145/3091478.3091483
Google,,HHMF: hidden hierarchical matrix factorization for recommender systems,"['H Li', 'Y Liu', 'Y Qian', 'N Mamoulis', 'W Tu']",Data Mining and …,2019.0,"in the book recommender system goodreads Footnote 5 )  correlation is common in  recommender systems where items  , artists and genres) and add taxonomy bias terms to Eq. 1 in",https://link.springer.com/article/10.1007/s10618-019-00632-4
Google,,Multiple Latent Space Ensemble for Matrix Factorization Based Collaborative Filtering,"['V Jinopong', 'D Praserttitipong']",ECTI Transactions on …,2022.0,"orative filtering techniques for recommender systems. The recommenda , MovieLen1M,  Bookcrossing and Filmtrust datasets  The bias term bu is referred to as the bias of the user, and bi",https://www.thaiscience.info/Journals/Article/ECTI/10997192.pdf
Google,,Causerec: Counterfactual user sequence synthesis for sequential recommendation,"['S Zhang', 'D Yao', 'Z Zhao', 'TS Chua', 'F Wu']",Proceedings of the 44th …,2021.0,"the core of modern recommender systems. Recent advances  be,’ we introduce an important  inductive bias that makes the  result from the Amazon Books test datasets in Figure 4. We",https://dl.acm.org/doi/abs/10.1145/3404835.3462908
Google,,Confidence Calibration for Recommender Systems and Its Applications,['W Kweon'],arXiv preprint arXiv:2402.16325,2024.0,Recommender models aim to learn the ranking score for  calibration framework for  recommender systems for estimating  bias when the propensity scores are inaccurately estimated.,https://arxiv.org/abs/2402.16325
Google,,Aggregating knowledge-aware graph neural network and adaptive relational attention for recommendation,"['Y Zhang', 'M Yuan', 'C Zhao', 'M Chen', 'X Liu']",Applied Intelligence,2022.0,"in KG-based recommender system, we propose a knowledge graph recommender model  based on  -1M and Book-Crossing datasets. On the other hand, LRGCN performs well on the",https://link.springer.com/article/10.1007/s10489-022-03359-w
Google,,Matrix factorization for collaborative filtering is just solving an adjoint latent dirichlet allocation model after all,['F Wilhelm'],… of the 15th ACM Conference on Recommender …,2021.0,"Taking up the point made for the item bias in Section 4, we argue  by including an explicit  item bias in the generative process  Goodbooks has approximately 6 million interactions across",https://dl.acm.org/doi/abs/10.1145/3460231.3474266
Google,,"A survey of sequential recommendation systems: Techniques, evaluation, and future directions","['TF Boka', 'Z Niu', 'RB Neupane']",Information Systems,2024.0,"Recommender  bias can skew user data in recommender systems. The TIDE [42] study  tackles this by separating the positive influence of genuine item quality and conformity bias,",https://www.sciencedirect.com/science/article/pii/S0306437924000851
Google,,Convex AUC optimization for top-N recommendation with implicit feedback,['F Aiolli'],… of the 8th ACM Conference on Recommender Systems,2014.0,"In a collaborative recommender system we have a set U of n users, a set I of m items, and  a  For this, we consider two quadratic regularization terms that give a bias towards uniform",https://dl.acm.org/doi/abs/10.1145/2645710.2645770
Google,,Method for Detecting Shilling Attacks Based on Implicit Feedback in Recommender Systems,"['O Chala', 'L Novikova', 'L Chernyshova']",EUREKA: Physics and …,2020.0,"ratings of objects in the recommender system, is considered.  can lead to distrust of the  recommender system and a drop in  The bias is due to the fact that some users give a rating after",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3752682
Google,,A novel recommendation method based on social network using matrix factorization technique,['C Xu'],Information processing & management,2018.0,In order to alleviate the sparsity problem of recommender  data sets MovieLens and  Book-Crossing and a real data set  matrix factorization after removing the bias nodes from each,https://www.sciencedirect.com/science/article/pii/S030645731730273X
Google,,A comparative analysis of different trust metrics in user-user trust-based recommender system,['F Roy'],,2020.0,"recommender system first inaugurated in the year 1992 by a project named Tapestry [3].  Initially, the recommender  in different distance levels independently, and the user bias is 0.04.",https://www.preprints.org/manuscript/202011.0466
Google,,A survey on blockchain-based Recommender Systems: Integration architecture and taxonomy,"['L Mekouar', 'Y Iraqi', 'I Damaj', 'T Naous']",Computer Communications,2022.0,"A Recommender System (RS) is an integral part of present-day leading web services, such  as YouTube, Amazon, Netflix, and many others. Modern RSs are challenged to go beyond",https://www.sciencedirect.com/science/article/pii/S0140366422000342
Google,,"A systematic review of deep knowledge graph-based recommender systems, with focus on explainable embeddings","['RF Doh', 'C Zhou', 'JK Arthur', 'I Tawiah', 'B Doh']",Data,2022.0,"view h, and item v with embedding v j h at level h, the authors proposed the rating prediction  r i j by adding rating bias μ , user bias o i and item bias o j to the rating formula of [78] to give",https://www.mdpi.com/2306-5729/7/7/94
Google,,Integration of Explainability in Recommender Systems to Enhance Enterprise Value Strategies,['A Montagna'],,2024.0,"In the second part of the thesis, we suggest a novel, explainable, value-aware recommender  system that aims to balance XAI and VARS perspectives. Applying XAI to VARSs is still",https://www.research.unipd.it/handle/11577/3511455
Google,,A Novel Neural Collaborative Filtering Model with Auxiliary Information,"['Y Liu', 'W Guo', 'D Zang']",2019 IEEE 3rd Information Technology …,2019.0,"In contrast to existing deep learning based recommender  Where Wu, bu, Wv, bv are the  weight matrix and bias vector of  5% relative improvements on Book-Crossing. It reveals that",https://ieeexplore.ieee.org/abstract/document/8729028/
